74
13491 325
35488 29430 +
78077 68502 -
81860 -40277 -
73676 63215 +
80350 -93502 -
54680 27661 +
71780 -67819 +
52321 25994 +
83821 2658 +
3742 -96524 -
79216 -9166 -
81156 -3654 +
16888 89218 -
52765 -72812 +
69978 69402 +
1446 62452 -
88138 -95888 -
54832 -40067 +
70887 8688 -
29319 91500 +
26280 -16785 -
32150 -95436 +
18136 -38687 -
92125 -12670 -
50152 27289 -
85619 -47377 +
35895 49814 -
11047 -58111 -
91588 -80297 +
37100 -74452 +
46236 -15431 -
45075 67833 +
20689 -72706 -
79773 71380 -
58707 11127 -
64593 36531 +
81126 28149 -
14005 -31393 +
94924 70161 +
77821 -23442 +
20747 82525 -
75152 81462 -
75768 92103 +
68399 -23618 -
5335 -89283 -
82633 73979 +
83198 -96679 -
73113 32164 -
72157 -86171 -
86707 -89442 +
7042 43047 +
29571 -10368 -
94047 65495 +
69949 -88338 +
20646 -60769 -
46594 -23895 +
15776 41350 +
57377 57271 +
22776 24205 -
1146 -99198 +
39461 57246 -
19177 47914 +
64130 67165 +
88287 -83082 +
6593 -41086 +
14152 51410 -
79304 17372 -
48081 -96912 -
44265 18295 -
66310 -35584 -
39091 77929 -
55677 -51561 +
74835 -11416 +
4125 24254 +
662 -18259 -
7265 27055 -
15950 48696 +
76265 -22977 -
79246 -75097 +
28426 -51677 +
63956 81909 -
65746 63662 -
87821 27739 +
95355 -72642 -
71482 -83050 -
61835 -37978 -
44563 62377 +
95597 -26728 +
22643 37721 +
95327 -20364 +
34975 -40519 +
17700 96308 -
42467 50262 +
94087 -41801 +
43331 40481 -
5141 31367 +
59943 79296 -
72382 -64338 +
64309 99104 -
52286 26113 +
22877 -76511 -
36614 32732 -
32401 -14280 +
12171 43339 -
79012 -83789 +
41489 -49972 +
85576 -16334 +
78237 -36653 -
90806 18621 +
60614 13795 -
37669 3683 -
7823 82072 +
78700 -59073 -
91171 -79553 +
69866 2347 -
82488 -21449 +
13140 -71703 -
66008 74374 -
18086 -98014 +
1421 26993 -
15123 10894 +
4483 70089 +
80471 44408 +
25205 -79347 -
36122 -27521 -
50869 -17591 -
15458 55571 +
30582 65983 +
13924 97658 +
30092 -49567 +
73376 15224 +
45545 -31117 -
5422 -710 -
47536 -42101 -
70170 -84726 -
68637 -68252 +
80053 -81979 -
48854 8157 +
42581 -47403 +
93598 -37545 +
47278 10879 -
7481 -69233 +
5637 34220 +
59949 -97789 -
8033 84159 -
70095 24485 +
13751 -63882 -
80508 -74200 +
17865 -2665 +
71809 25900 +
73634 44136 +
86544 72847 +
55710 -5172 -
5822 -93831 +
77346 -34848 -
47829 61483 -
17599 -10281 +
85009 -36492 -
39449 -46130 -
88462 12122 +
57871 68606 +
17521 -4909 +
45799 91329 -
55775 -67171 +
29332 69541 -
73675 52223 +
71777 91674 -
88260 25340 +
5492 77307 +
54432 69645 -
52431 67066 -
87323 74614 -
84696 -92822 -
73070 90001 -
66464 96050 -
457 40471 -
14752 -36911 -
17628 85628 -
31720 -84369 +
40015 58413 +
5585 89779 +
26555 77637 -
85186 -9767 -
45001 -18590 +
73530 20448 +
74582 -32369 -
65105 -47324 -
39037 25529 -
35558 67106 -
63028 12042 -
85577 73871 +
9123 -85521 -
68304 -49816 -
64235 -11682 -
84105 63087 -
89124 -75858 -
11643 8244 -
54856 -16430 -
15731 -36621 -
80779 -20644 -
31028 -16253 -
57383 72784 +
42866 80349 +
61427 -16859 +
42267 -83606 -
79870 -72281 -
14743 82233 +
53777 -33880 -
43404 9308 -
31426 33688 -
1184 -53866 -
55132 47748 -
77872 28832 -
6024 -71505 -
51135 18900 -
82869 -60842 +
10021 53443 +
50818 -81127 +
57542 2108 +
87843 -48136 +
18144 -42837 -
18723 18435 +
73573 -31351 +
54135 64282 +
42482 -73272 -
48824 -80228 +
31665 -87219 -
48780 11336 -
42210 -85225 +
13304 -93110 +
5486 37477 +
39324 -4194 +
8951 -40104 +
445 52412 -
63099 14695 -
83315 -31767 -
47070 68516 -
36802 -52188 -
32610 -44402 +
22644 31908 -
65347 -73057 +
82099 -25594 +
46326 29299 +
77575 49939 -
51487 83752 -
70494 58818 +
71985 -87858 +
46106 78973 +
51813 86229 +
89634 -80131 +
28282 -39592 +
11648 80764 -
26141 -79402 -
74635 76582 +
45076 -54760 -
78318 65942 -
75799 50688 -
89481 3487 +
53310 42844 -
49978 -70854 -
28392 -31041 +
48992 -61046 +
74239 83245 -
42515 51864 +
61176 64668 +
18207 -4518 -
41161 46243 +
66505 -75314 +
39977 30131 -
38236 -56059 +
66922 -53279 -
34589 58527 -
80341 58565 -
27368 -88909 -
97225 -60614 -
69660 58545 +
57706 -36671 -
69872 -29260 -
29976 -91636 +
24857 -15539 -
13352 -96765 -
52836 32068 -
27262 60937 -
33845 41183 +
71918 41698 +
10266 -18025 -
40517 -35048 +
17021 27414 +
1123 -15920 -
65235 88660 +
82246 81168 -
45776 -62399 -
45399 -28951 +
24007 -29911 -
68063 37532 -
2485 -73194 -
59598 -37523 +
11771 74682 -
96415 77494 -
83313 -42589 -
10418 -83764 -
96578 -87117 -
14857 27692 +
14335 -53604 -
61700 -93618 +
12999 -70369 +
49532 -66489 +
86271 -18600 +
31222 -64314 -
84872 -60799 -
7548 79671 +
3250 -92789 -
97794 44806 +
75819 -88761 -
92695 87330 +
80653 57589 +
37000 62521 +
62739 8448 +
48413 -9165 +
56380 13038 -
16806 -84762 -
11316 -92674 -
86013 -13060 -
52807 -1173 -
15851 -34327 +
16279 -20736 +
94903 10202 +
12165 -45236 -
12941 64123 -
22839 -36891 +
32934 -8468 +
20973 31877 -
59461 89282 -
51843 -48394 +
60553 -28004 -
41604 82487 +
7411 4622 +
72135 -45300 +
74606 -35689 -
38381 -5619 -
37355 9932 +
7197 -92960 -
69271 3257 -
44222 -1201 -
64366 76370 +
5883 -17209 +
76202 -82576 -
74993 -25113 -
40685 -76858 -
3816 97294 -
58156 47844 +
94766 38029 -
62686 -77625 -
3592 18390 -
71913 83828 -
78737 68165 -
82008 79461 -
50568 36770 +
86133 -57239 +
22752 33118 -
19799 -31552 -
13066 8842 -
34678 48866 +
37709 61784 -
58688 43286 +
79850 -22651 -
88285 -15773 -
46661 -98933 +
70120 -39549 -
46543 -96490 +
74888 41875 -
84734 91594 +
76319 -57677 +
89681 -74860 +
33975 2645 -
74300 99911 +
12636 62916 +
78129 59085 -
8991 43446 +
23432 63907 +
82119 42420 -
73021 85109 +
10062 75209 -
20081 83327 +
44609 -76316 +
94032 -89690 -
20859 -58231 -
3876 52063 +
41591 -21807 +
15052 -75891 +
52900 34929 +
52079 -4607 +
85270 -26764 -
79281 28196 -
16893 -33187 +
43195 -13977 +
25092 -11597 -
33450 -33642 +
97618 20144 +
79374 -70620 +
31193 12928 +
81182 -56941 +
7775 31006 -
74318 -6084 +
19695 -51714 -
63094 80508 -
78793 51066 -
48058 15256 -
31502 81061 -
45533 45767 -
58158 60581 +
43574 80153 +
82445 96044 +
33644 -59998 +
46019 -66050 -
95229 5467 -
95937 9701 -
54731 -49729 -
80139 -78271 +
84640 -3372 -
66868 -13316 +
80802 -40095 +
54719 39137 +
6081 21521 -
38531 61780 -
74239 4563 +
12278 80890 +
48291 97418 -
30309 43074 -
71658 -17485 -
47058 -91700 -
46177 -31339 +
80893 -34908 -
34847 -3034 -
10598 32429 +
60418 -84466 +
87998 -83860 -
77240 13910 +
77127 -64945 -
28023 12170 -
63779 34174 +
48688 19835 +
15913 -46167 -
12359 72635 +
91179 99228 +
68369 78933 -
73469 -75904 +
61938 -50725 +
45118 -51814 +
66885 -87097 +
63286 50982 +
55129 80282 -
20973 -9201 -
82054 -72968 +
51735 -51447 +
47340 38299 -
25865 53580 +
23681 -351 -
68473 64711 +
94448 -30084 +
65482 -67782 -
85582 19747 +
70087 -40807 +
11555 -18868 +
62510 58204 +
23312 -48719 -
52350 19052 +
92956 44960 -
5206 -26718 +
55198 -10788 +
65900 94175 -
47426 -76437 +
6288 15118 -
22647 84201 +
95382 80602 -
85145 -84526 -
86634 79400 +
499 99357 -
52791 89396 -
95901 -35800 +
6666 -41605 +
87423 -86491 -
51757 -41286 +
62117 5416 +
7972 -16704 +
10697 -19105 +
64244 -3835 -
59756 -74365 -
27250 -82262 +
13484 -81839 -
20355 -73418 +
62035 86121 +
92157 4846 -
10070 16224 +
64204 10976 -
34753 17287 +
85869 79420 -
24199 73520 -
42807 81940 -
44525 88636 +
22058 -38673 +
97286 -73011 +
95135 -13072 -
76747 -73621 -
86398 78157 -
88147 29176 +
54223 75248 -
49506 87440 +
40951 -36675 +
78939 -55602 -
8534 44412 -
10582 -71929 +
80701 33758 +
41800 -33580 +
28172 -54438 +
35196 -29595 -
30214 -45148 +
79976 1403 +
4204 -47757 -
91127 -55552 +
24462 -88847 -
60565 62155 -
95037 42569 +
41184 -57894 +
41424 -33162 -
15769 90174 +
57726 52508 -
3003 -26518 -
6736 -39813 +
83292 34741 +
14877 -82236 -
57721 64560 +
83636 2258 +
86104 91761 -
30415 7473 -
45555 82503 +
59464 33105 -
66752 99068 +
82060 46116 +
80697 -53644 -
75833 -71654 -
31298 -98346 +
47793 42352 -
27889 -16572 +
2446 -81868 -
58937 -33142 -
93429 -50424 +
73777 -22942 +
95045 84663 +
93978 -63209 -
62075 -77288 -
92036 -51673 +
4817 -81637 -
88194 -79163 +
50985 -2454 -
78086 4819 -
75909 -6953 -
24401 58097 +
71147 50493 +
17660 47804 +
85010 -16619 -
50186 73237 -
66079 -57175 -
14859 36858 +
66014 -69462 -
74486 20797 -
89250 -41330 -
88980 -96850 -
77071 -95674 +
36530 44563 +
37659 -37006 +
39054 23259 -
38684 -82738 -
55576 -20174 +
57654 19068 +
94227 -54734 +
88217 -54941 +
87663 -39553 -
51622 66172 +
29385 -79480 -
42740 89222 -
35364 -36699 +
92539 -68693 -
75844 5672 -
88253 -42485 -
90696 64717 -
9636 -55429 -
21371 -67774 +
65613 44543 +
93362 -89948 -
18731 -36919 +
13 -97278 +
82691 70423 -
86107 95172 -
13282 46004 -
43979 18686 -
56895 45606 -
4109 642
3274 -50276 +
1793 -3353 -
972 -92160 -
2951 -49489 -
1765 -61430 +
3647 88061 +
2254 13272 +
2267 17185 -
2322 -55267 -
3711 94680 -
249 -18771 -
2303 -77470 -
1555 94423 -
2310 -57347 +
872 -67081 +
1053 39973 +
232 80992 -
4043 -64904 +
1477 -94537 -
3325 -84265 -
2308 -35556 +
998 -57184 -
1531 85030 -
2291 -21833 +
1763 -35146 -
2149 -79011 +
1603 -10512 +
752 17776 -
3577 29006 -
2415 -8321 +
3369 81716 -
195 5808 +
3003 -36765 +
358 -4178 -
2636 88875 +
3858 -66311 -
1605 -41158 -
4077 62978 +
259 20266 +
1590 93387 +
2203 -69249 +
654 -43618 -
2118 -90034 +
1781 75595 -
1763 59542 +
1988 -79955 -
3977 -37295 +
2319 -96422 +
3352 -46558 -
2016 -98061 +
3381 39560 +
3527 -49161 +
3059 -61470 +
2057 69838 +
316 10946 +
3133 55992 +
2347 -89588 -
3261 43970 -
3581 -93213 -
3696 -37592 +
1953 46301 -
3070 87456 -
1583 -86119 -
3384 71417 -
745 3515 -
439 3851 +
1524 16761 +
2065 59177 +
920 75708 +
1101 -72312 +
2031 14866 -
3003 91221 +
2598 -61037 +
1349 -35062 +
674 -22984 -
3047 95434 -
2117 59546 +
3727 -4476 +
1837 -37941 +
4 20038 -
1459 85345 +
482 59007 +
3090 97804 -
3265 98726 +
1279 56647 -
2050 -45643 -
2548 -75835 -
3382 -98936 +
1591 34409 -
3374 54374 +
3408 12518 -
1099 59627 +
109 -40012 -
2776 36235 +
781 48177 -
907 -33316 -
1404 15515 +
1920 -81938 -
3335 -61858 -
2811 80288 +
3019 -47066 +
209 85324 +
1010 -29046 +
2876 26503 -
1683 -32828 +
3782 36025 -
2655 32751 +
2591 94422 +
1958 -15013 -
2354 20517 +
2679 -92874 +
3784 63577 -
1144 -21879 -
1395 65972 -
3208 77595 -
511 52790 -
2442 42628 +
2943 -91820 +
1669 50170 -
2393 -51800 -
746 56713 +
2827 -80531 -
2815 -31683 -
200 -99576 +
1620 -93239 -
2738 -74693 +
1179 -14873 -
2577 74415 -
2066 -42534 +
1504 -99399 +
1330 80382 +
2767 67914 +
4015 53590 +
2884 44182 -
3485 99372 -
918 20286 -
1969 7291 +
354 -97357 +
2049 -6178 -
902 7500 -
931 89184 -
1137 55318 +
2030 50596 -
437 41799 -
247 52666 +
3613 -1562 +
2561 -70142 +
2687 56378 -
2370 64661 -
3619 -17652 -
2025 65489 +
289 -80928 +
3095 -69857 +
3225 -47563 +
3700 -92683 +
386 15749 -
3307 -39891 +
2909 -96450 +
2439 -63948 +
50 25725 +
3049 -84433 +
3720 4157 +
1753 -68429 +
193 95046 -
1468 70507 +
3173 20010 -
3357 87269 +
3216 -25489 +
2084 10535 +
2497 41262 +
43 80226 +
174 -3450 +
3638 35770 +
2362 -88439 -
3924 -69945 -
3974 27261 +
2811 -1628 -
1747 -89352 +
1299 -48993 -
1824 64025 +
2723 -68392 +
2316 -90069 -
3293 44912 +
2400 65200 +
685 -23357 +
2779 -44369 +
1426 -98976 -
153 89360 +
95 52003 -
813 -63837 +
1083 61697 +
1678 73039 -
3382 74785 -
4059 46810 -
2123 95810 +
2935 -12501 +
1486 -76462 +
2016 -47436 -
821 73947 +
3518 60151 +
846 61359 +
1227 -59535 -
3859 21698 -
2817 35158 -
3178 74817 +
723 95366 -
732 -48070 +
1153 -71261 -
183 -91731 -
4065 69758 -
2819 69444 -
3842 -20974 +
1240 38966 -
1344 85767 -
1446 83972 +
737 50762 -
2064 -18247 -
3175 51167 +
1061 82060 -
1386 -59527 -
1306 -17613 +
535 -82745 -
3500 -7736 +
226 -2017 -
398 21510 +
1177 -18158 -
1029 60890 +
1724 -33203 +
3442 60787 +
775 53457 -
2550 -85180 -
2774 -79059 +
412 44834 +
997 -28377 -
1681 -40785 +
773 95766 +
2962 5223 +
337 59801 -
3335 -98395 -
22 33527 +
3417 61359 +
1831 786 -
2017 68068 -
3021 -7621 -
1020 5785 +
556 -62372 +
97 57969 +
2673 54237 +
523 -28994 +
706 -22325 -
3535 93293 +
3278 89445 +
1141 -63222 +
3822 -94755 -
2983 -15779 +
3073 667 -
3384 -55089 +
3817 7185 +
1299 -79924 +
173 -30639 -
3324 -16835 +
3894 -25804 +
3409 32629 +
1731 -97677 -
3480 -41879 -
722 -98276 -
2837 32760 +
1408 -54931 -
827 65877 +
3197 9939 -
3007 -33644 +
4101 34684 +
1955 74326 +
121 -90088 -
2229 -77600 -
415 18143 +
3959 -50982 -
2751 -65327 +
277 23334 +
3986 58696 -
3470 55501 +
2805 -81472 -
1482 -80732 -
929 -62396 -
2561 8141 +
3700 1851 +
756 -13256 -
1149 -67690 +
3558 19019 -
3205 86952 -
2034 26034 +
1927 -28601 -
2130 96931 +
2469 -5086 +
1173 -806 -
2630 -40469 -
2294 -42006 -
3976 98011 +
2139 21790 -
3203 70065 +
1572 76482 +
985 11854 +
1826 -46930 -
2219 21997 +
3468 -36533 +
2058 94385 -
2648 -97214 -
1050 66319 +
2738 36121 +
3884 -65384 +
935 36397 +
4080 38576 -
3769 -12670 -
3529 -3465 +
3335 -29832 -
592 82560 -
3334 -60952 -
266 23876 +
1118 -48808 -
1354 -82438 -
1836 94689 -
3250 49566 +
2434 87082 +
3382 20529 -
597 -60008 +
752 -54441 +
964 87752 -
2291 3537 +
2303 44980 +
2225 74006 -
258 97151 -
728 58447 -
1599 -60839 -
1502 -88588 -
110 -74827 +
2380 -30386 -
403 68916 -
531 71840 -
3095 -616 -
353 22616 +
1552 -47284 -
594 63548 -
571 74921 +
1771 13117 +
3183 -80634 -
2796 -37584 -
560 -46742 -
1276 -31397 +
2313 -39224 -
2519 19146 -
3239 -703 +
3236 71239 -
2392 -91566 -
1863 -27100 +
3314 -26992 +
4023 -13311 +
3159 58461 +
2238 83442 +
2703 -23332 -
93 85222 -
3417 -46193 +
243 -87212 +
2076 -979 +
3716 -99008 -
3677 60008 +
605 39604 +
377 -26927 -
2535 -78770 +
3635 14753 +
2311 -14744 +
1593 -1840 -
1958 -63935 -
1832 53907 +
3142 -96261 -
1687 -16189 -
154 62780 +
3932 -93573 -
3548 62814 -
373 49315 -
2120 3580 -
2586 44446 +
298 -84462 +
155 -78955 -
3237 70480 -
1027 -49175 -
2554 -35633 -
141 -35614 +
1934 -12046 +
2074 -65458 +
1512 90189 -
683 -26128 +
2655 -47960 +
1081 -55448 -
2 75019 +
3673 -15567 -
748 29584 -
1287 92781 +
2347 49807 +
4078 -79368 -
3477 50568 -
3239 -70145 +
3984 -50865 +
3589 -45527 +
1597 -54974 +
2922 14780 -
915 -62556 -
1587 61766 -
373 -96856 +
1483 -67605 +
527 63722 -
583 -71078 +
2687 56783 +
684 -20795 -
2192 73977 +
3515 -7430 -
3005 -40174 -
3337 -78200 +
1 -38137 -
3611 30700 -
4008 -1985 +
2968 7318 +
3918 -19675 -
423 -59869 -
2664 75528 +
198 61179 -
1306 -23751 +
1446 93972 +
1985 28973 +
3941 -17303 +
1698 28768 +
2860 -98491 +
864 -27439 +
3872 47896 -
153 17943 -
799 -99714 -
2812 87212 -
1839 -76622 +
2547 -77455 -
3317 -87177 +
1542 -92232 +
2450 81813 -
3600 -97680 -
269 -23495 +
3575 -52990 -
625 -17474 +
475 -45864 +
2851 84571 -
2819 24481 +
540 60058 -
3909 -56549 -
3022 9493 -
755 -69393 -
3748 -11288 +
2668 50657 -
3729 67127 +
3906 93832 -
3321 360 -
3555 -96532 +
2871 -7711 -
668 -52490 -
354 64411 +
507 49620 -
646 -42480 -
3461 38244 -
4082 63109 -
1751 -77499 +
1546 -37760 -
922 9045 -
1074 -55430 +
3600 29734 +
55 -91543 -
1184 -46670 -
1845 22670 -
1213 -15249 +
1727 31312 -
1203 -84565 +
3813 -50871 -
3074 -38991 +
1118 -33956 -
591 -50420 -
3937 -92617 +
2237 21512 +
773 84961 -
601 17992 -
3924 96943 +
2597 -23783 -
1989 42827 +
256 81757 -
2271 51602 -
84 86604 +
1928 44303 +
2156 22466 +
3182 37879 +
1784 -76265 +
585 30135 -
688 -61620 +
825 70668 -
1250 23786 +
1512 38497 -
4051 -49381 -
1783 -14247 -
2930 -67985 -
2274 -78841 +
3437 13722 +
1978 86727 +
1085 46783 -
818 -85001 +
1771 83811 -
3729 62697 +
237 48381 -
2284 -38740 -
2721 -79606 +
2691 -37461 +
2440 72028 +
1728 -18533 +
1061 -64977 +
3529 -93707 -
220 -43576 +
2085 64759 +
1295 91694 +
24 25333 +
258 -10787 +
3249 68231 +
1907 -44575 -
45 73667 +
163 71461 +
3573 70986 +
3888 -50426 -
3291 -48887 +
2739 -87628 +
1422 -73868 -
1610 -3090 -
457 55382 +
1428 -20974 -
710 76267 -
1662 7650 -
2591 94845 -
2397 -25624 +
1428 -85190 -
3093 39677 +
2539 -52139 +
1858 -63026 +
1718 96187 +
3693 70126 -
336 -71333 -
3342 -30521 +
1571 15602 -
1122 -73969 -
2778 43234 -
1652 3350 +
2693 -36425 -
3479 -65467 -
215 -35410 +
275 -89955 -
3845 64372 -
1121 -88415 +
2651 36541 +
1678 -97419 -
717 -82923 -
2587 -4866 +
983 61413 -
3754 50690 -
1410 22468 -
1665 -40805 +
3218 -65834 +
79 -19040 +
1785 -89166 -
796 25032 +
2959 71413 -
3348 67854 -
1390 -12976 -
1037 82327 +
2165 -20380 +
1171 -51126 +
1769 81688 -
1459 -64886 +
15 -65909 +
2110 -57666 +
1889 69403 +
3650 -53684 +
2994 -74003 -
1912 -96295 -
1909 51650 -
2663 2584 +
1709 88726 -
2276 -5889 -
3523 3693 -
3017 -20553 -
3782 56596 -
915 25424 +
899 -16147 +
2280 11504 -
1729 -42366 +
2927 -58626 +
3296 47618 +
1904 -28325 +
430 28961 +
1904 -10000 -
1485 7672 +
2812 -27210 -
1544 -34478 -
3816 52137 +
3901 93427 +
3106 -9797 -
2707 -48834 +
2864 -46167 -
686 -37197 +
1173 -51506 +
832 -51213 +
2095 -8337 +
1339 -22287 -
1547 -69523 -
779 54178 -
3425 53818 +
2224 -72617 -
4048 53873 -
179 -57832 -
2317 72137 -
1104 -87376 +
635 -57893 +
2770 -50799 -
1073 -76639 +
790 -67489 +
3479 28934 -
716 -65980 -
2722 -90595 +
808 16358 +
1444 -71479 -
125 -84439 +
2117 -12859 +
1398 -17813 -
267 12870 +
493 57101 +
3340 -38269 -
856 85490 +
229 43238 +
2412 -32838 +
4034 -97772 +
934 60386 -
2169 -98663 -
2798 -52590 -
3779 13037 +
15655 796
7392 39392 -
4902 64269 +
15603 -20997 -
1974 -48175 +
9643 67254 -
7658 83374 -
9960 61100 -
13750 10999 -
12169 69335 -
499 81442 -
10629 12503 +
941 72539 +
156 -37027 -
1923 97957 -
4757 27499 +
3013 -19223 +
861 94101 +
9659 -38937 +
7816 94936 -
3631 80909 -
5549 -71537 +
3933 -38289 +
699 77353 +
12181 90535 +
507 28917 -
6347 25536 -
6890 -37700 -
8710 7306 +
5222 50475 +
1082 -28235 +
729 34192 -
3040 26574 -
83 -45572 +
2872 89004 -
4269 13753 -
14397 -47156 -
6450 60768 -
1360 -57089 -
4182 -62728 -
5464 38453 +
13588 71912 -
4453 95507 +
13155 53191 +
4258 10717 -
6774 97964 -
11537 18172 +
7315 -9497 +
7530 -60357 -
13720 28893 -
6906 -79498 -
1071 83293 -
8040 29406 +
959 -18845 +
14958 57184 +
286 -54701 -
2689 -59311 +
1509 73576 -
1362 29312 -
14538 13410 +
3290 76229 +
8359 82996 +
12905 -14139 +
1238 73553 +
747 93406 +
12014 54619 +
255 6542 +
9898 -27404 +
11163 22216 +
3416 -28420 -
9379 -7824 -
12746 -93253 -
14814 -57335 -
4055 39422 -
11455 -14115 +
15145 -24584 -
2490 -61563 -
13491 51228 -
12521 95193 -
14650 90592 +
11300 -22262 -
5608 -94012 +
1609 39773 -
14882 88596 +
14067 -54114 +
8680 -97894 -
15337 5602 +
12588 -83401 +
644 23760 -
2150 84248 +
681 14595 +
5917 85828 -
9928 82092 -
2016 -77527 -
10284 86689 +
6314 -69927 -
8000 -98554 +
8924 -1016 +
10955 -11558 +
13780 84629 +
13717 -17287 -
13950 -54746 +
9684 22256 -
11245 -85746 +
6333 86448 -
10884 -79004 -
1010 -6858 -
14656 -30120 +
5627 28307 -
6235 19299 -
13768 46732 +
2958 -46252 -
6026 28153 +
14976 -93543 +
11127 16202 +
13027 37275 -
11899 42903 +
5119 6316 -
14269 -360 -
14643 17525 -
901 12592 +
892 -34591 +
913 78214 +
8002 76310 -
12469 -94954 +
4207 9239 +
2719 8402 +
5791 -70438 +
9945 98983 +
2395 -16007 -
11691 22757 -
9145 -36126 -
8033 54940 +
9284 22900 -
11607 -56785 -
4251 42491 -
12148 -42619 +
12124 -12111 -
8119 -85132 +
15186 -74323 +
11486 27366 -
11263 70359 -
538 74387 +
11297 -71221 -
14501 91620 -
14590 43468 +
11077 24555 -
9249 -84673 -
14604 7171 -
12184 -8400 +
75 -55006 +
2512 -96837 +
509 53082 -
4088 13585 +
12237 -21245 +
11105 -61481 +
9621 -59391 +
12646 57797 -
11574 18251 +
15482 3411 +
3244 81370 -
14133 -42357 +
9420 22765 +
1201 25800 -
9962 57369 -
5686 4250 +
6154 -2465 -
11621 -87038 +
6612 53568 +
13798 94441 +
12067 -63896 -
1184 -16016 -
6543 -65080 -
13287 85244 +
12411 -71306 +
4341 -48703 -
9048 -24931 -
8671 28340 -
10013 -59786 +
589 13355 -
4206 42754 -
3988 -18598 -
579 49896 -
10441 96742 -
4754 -18774 +
15226 -64842 -
13062 31513 -
7988 76681 -
3578 -88691 +
11312 -93266 +
8402 48165 -
15615 62162 -
11947 91983 -
10673 57058 +
9389 60416 +
5455 -45345 -
9080 -18700 +
8997 94867 +
14374 -56333 -
2665 -59131 +
8207 -58800 +
8816 -85086 -
14880 46820 -
11562 5741 +
10998 -49935 +
10781 -70640 -
4608 -36352 +
15563 -90605 -
8239 19362 -
1104 -14284 -
8903 -46753 +
14109 -89368 +
11431 -32125 +
7545 -99211 -
5632 -10480 +
4889 -5442 +
3822 5154 +
8497 47080 -
2533 -92452 +
5582 15391 +
6594 -20704 +
2189 12150 +
13617 -28815 +
13880 91911 +
12833 -61308 +
10146 -27782 -
13459 -48146 +
102 -27163 +
5424 -47503 -
11906 89276 -
7217 -91853 +
12380 -95735 +
13561 -9843 +
714 -13606 +
7731 -49621 -
10626 12106 -
3136 31291 -
10904 17385 -
4368 -92688 +
4301 -71817 +
6640 -59668 +
14797 -69679 +
15640 82474 +
129 -79621 +
6361 7654 -
15009 94177 +
1343 -79605 +
7458 -21332 -
906 29961 +
7007 88176 -
12072 87656 +
15161 -94211 -
14398 45683 +
13610 32752 -
2663 -37882 +
537 -65850 +
11614 -58103 +
9742 -51174 -
3237 -61125 -
4271 -49721 -
4848 -82368 +
10405 25300 +
8289 5109 -
6471 98721 +
10187 91918 -
1484 -31727 +
831 -1642 -
15180 -16274 +
8868 99136 -
7735 -36418 -
12691 79082 -
13817 60536 -
12249 -45605 +
11969 66116 +
13555 41842 -
15190 -58777 -
3638 169 -
1612 52978 -
3184 -47505 +
459 42945 +
8490 -26465 +
1952 29740 +
13307 30154 +
14479 -58792 +
1316 -15186 -
8388 -28217 +
6741 -4622 +
2615 -29064 +
2129 -21423 +
8075 78089 +
7112 -94900 -
3597 -62406 +
15510 14919 +
15582 68780 -
11896 51666 +
8954 -85554 -
12216 -87173 -
8253 50500 +
5670 -52151 +
5270 -68590 +
14450 -3454 +
7389 -74385 +
11535 -72394 +
2975 -6424 +
4621 -54912 +
344 52232 -
1637 -74947 +
14434 -39965 +
1659 1279 -
9765 26557 -
12980 -14972 -
2174 30971 +
8807 27997 +
13207 -60237 +
3047 -21646 -
8661 -35787 -
2282 19915 +
8632 41308 +
4749 -17490 +
4225 22278 -
4288 62371 -
11372 44880 +
5914 -79380 +
10546 32881 -
11683 16208 -
11915 -53687 +
10053 12799 -
9563 -92432 +
327 20759 +
4008 41907 -
9971 10148 -
6795 70611 +
6716 85553 -
3714 92285 +
6363 -20534 +
472 33994 +
13418 -50708 +
13781 -95226 -
14308 25554 -
677 63747 -
11374 -57818 +
7175 82685 -
5567 81970 -
15292 15471 -
4827 42201 -
679 86875 +
5193 523 -
12973 62396 -
2481 -37860 -
8190 16862 -
6563 -54676 +
13180 -19507 +
6394 -15623 -
11220 7311 -
4220 -46691 +
11658 -69907 -
12306 92067 +
5123 6193 +
4898 90613 +
4840 66282 -
752 -94286 -
6595 -90617 +
8140 87107 -
5159 -40634 +
7474 96706 -
6240 34747 -
1222 -84081 +
3066 39197 -
1347 87671 -
15287 -54272 -
12484 68388 +
9384 2521 -
2119 -92992 +
2765 11027 -
12797 68688 +
1090 -77880 -
15365 45132 -
2567 -92628 +
7182 73998 -
6459 -56126 +
2805 26278 -
12253 -23316 -
9417 34233 +
4611 61848 +
13391 -89736 -
2260 -44148 +
15119 -10540 -
2979 37216 +
13687 -12010 +
13532 -65443 +
4983 63549 +
12951 -30599 +
1734 -60345 -
3277 -32748 +
5268 98874 -
7565 69938 -
8444 89102 +
6056 -37917 -
4794 67783 +
11655 7205 -
476 73305 -
6984 20803 -
5811 53503 +
6593 49666 +
6386 78205 +
8470 -20904 +
5338 84272 -
14603 -58276 -
1873 61690 -
2833 59045 -
4126 66256 +
7731 9537 -
9963 92531 -
8068 26743 +
6426 79521 -
1995 -38320 +
11382 -46768 +
15016 23904 -
11940 28085 +
1185 -56359 +
10374 58359 +
13044 -10982 -
3327 -54574 -
6202 6721 -
7145 5965 -
1514 -32597 +
3116 24360 -
4057 -38268 -
4335 83758 +
6703 78772 -
2684 -5464 -
